kubernetes,kompose,1074,"Bump Go versions and use '.x' to always get latest patch versions.
 [APPROVALNOTIFIER] This PR is **NOT APPROVED**

This pull-request has been approved by:
To fully approve this pull request, please assign additional approvers.
We suggest the following additional approver: **hangyan**

If they are not already assigned, you can assign the PR to them by writing `/assign @hangyan` in a comment when ready.

The full list of commands accepted by this bot can be found [here](https://go.k8s.io/bot-commands).

The pull request process is described [here](https://git.k8s.io/community/contributors/guide/owners.md#the-code-review-process)

<details open>
Needs approval from an approver in each of these files:

- **[OWNERS](https://github.com/kubernetes/kompose/blob/master/OWNERS)**

Approvers can indicate their approval by writing `/approve` in a comment
Approvers can cancel approval by writing `/approve cancel` in a comment
</details>
<!-- META={""approvers"":[""hangyan""]} -->.
 Honestly I'd rather keep the hard-coded versions only because if you include `.x` it *may* update during someone's PR and cause them to get a false-positive..
 I don't have a strong opnion on this, both looks good to me..
 "
kubernetes,kompose,1073,"Bump Go versions.
 Appears the the fetching of `lint` was recently broken and this appears to be a fix: https://github.com/golang/lint/issues/415.
 Thanks for your pull request. Before we can look at your pull request, you'll need to sign a Contributor License Agreement (CLA).

:memo: **Please follow instructions at <https://git.k8s.io/community/CLA.md#the-contributor-license-agreement> to sign the CLA.**

It may take a couple minutes for the CLA signature to be fully registered; after that, please reply here with a new comment and we'll verify.  Thanks.

---

- If you've already signed a CLA, it's possible we don't have your GitHub username or you're using a different email address.  Check your existing CLA data and verify that your [email is set on your git commits](https://help.github.com/articles/setting-your-email-in-git/).
- If you signed the CLA as a corporation, please sign in with your organization's credentials at <https://identity.linuxfoundation.org/projects/cncf> to be authorized.
- If you have done the above and are still having issues with the CLA being reported as unsigned, please email the CNCF helpdesk: helpdesk@rt.linuxfoundation.org

<!-- need_sender_cla -->

<details>

Instructions for interacting with me using PR comments are available [here](https://git.k8s.io/community/contributors/guide/pull-requests.md).  If you have questions or suggestions related to my behavior, please file an issue against the [kubernetes/test-infra](https://github.com/kubernetes/test-infra/issues/new?title=Prow%20issue:) repository. I understand the commands that are listed [here](https://go.k8s.io/bot-commands).
</details>
	.
 [APPROVALNOTIFIER] This PR is **NOT APPROVED**

This pull-request has been approved by:
To fully approve this pull request, please assign additional approvers.
We suggest the following additional approver: **ngtuna**

If they are not already assigned, you can assign the PR to them by writing `/assign @ngtuna` in a comment when ready.

The full list of commands accepted by this bot can be found [here](https://go.k8s.io/bot-commands).

The pull request process is described [here](https://git.k8s.io/community/contributors/guide/owners.md#the-code-review-process)

<details open>
Needs approval from an approver in each of these files:

- **[OWNERS](https://github.com/kubernetes/kompose/blob/master/OWNERS)**

Approvers can indicate their approval by writing `/approve` in a comment
Approvers can cancel approval by writing `/approve cancel` in a comment
</details>
<!-- META={""approvers"":[""ngtuna""]} -->.
 "
kubernetes,kompose,1072,"Unable to load yaml/json file.
 Output of Terminal:
$ kompose convert -f docker-compose.yml
FATA Unable to load yaml/json file for version parsing: yaml: line 26: found unexpected end of stream 
janis@jk:~$ cat docker-compose.yml
version: '2'
services:
  postgres:
    container_name: clair_postgres
    image: postgres:latest
    restart: unless-stopped
    environment:
      POSTGRES_PASSWORD: password

  clair:
    container_name: clair_clair
    image: quay.io/coreos/clair:v2.0.1
    restart: unless-stopped
    depends_on:
      - postgres
    ports:
      - ""6060:6060""
      - ""6061:6061
    links:
      - postgres
    volumes:
      - /tmp:/tmp
      - ./clair_config:/config
    command: [-config, /config/config.yaml]

But docker compose command is working and all is setup. What could go wrong with this file?.
 @jjankar pretty sure there is a `""` missing here `- ""6061:6061`. Not sure why `docker-compose` would work though….
 @vdemeester  sorry and thank you :).
 "
kubernetes,kompose,1071,"Labels not converted to annotations in ingress.
 If you have something like:

```yaml
version: '2'
services:
    web:
        labels:
            kompose.service.expose: dev.example.com
            kompose.service.expose.tls-secret: tls-secret
            kompose.service.type: clusterip

            kubernetes.io/ingress.class: nginx
            certmanager.k8s.io/cluster-issuer: letsencrypt-prod
            nginx.ingress.kubernetes.io/rewrite-target: /
        ports:
            - '80:80'
```

the annotations related to the ingress controller are not present in the `Ingress` object (they're there in `Service` and `Deployment`)..
 you can try https://github.com/treksler/kompose.
 "
kubernetes,kompose,1070,"Duplicate container ports if different host ports point to same container port.
 If you have something like this:

```yaml
version: '3'
services:
    test:
        image: alpine
        ports:
        - '8000:80'
        - '80:80'
```

you end up with this:

```yaml
- apiVersion: extensions/v1beta1
  kind: Deployment
  spec:
    template:
      spec:
        containers:
        - image: alpine
          name: test
          ports:
          - containerPort: 80
          - containerPort: 80
```

which creates problems with usage on K8s..
 "
kubernetes,kompose,1069,"Use tide for PR merging.
 This is a [core repository](https://github.com/kubernetes/community/blob/master/github-management/kubernetes-repositories.md#core-repositories).  As such, it [needs to use the same merge automation as the rest of the project](https://github.com/kubernetes/community/blob/master/github-management/kubernetes-repositories.md#rules-1)

I have a PR open that will address this at an org-wide level: https://github.com/kubernetes/test-infra/pull/9342.  It will:
- enable the approve plugin, to allow use of the `/approve` plugin
- enable the blunderbuss plugin, to assign reviews based on OWNERS files
- add all repos in the kubernetes org to tide's query

Can one of the repo maintainers here drop an LGTM (or objections) on the linked PR?  Alternatively, if I hear no objections by Monday 10am PT of next week, I will merge the PR..
 "
kubernetes,kompose,1068,"Use OS provided temporary directory.
 Fix for #966.
 Thanks for your pull request. Before we can look at your pull request, you'll need to sign a Contributor License Agreement (CLA).

:memo: **Please follow instructions at <https://git.k8s.io/community/CLA.md#the-contributor-license-agreement> to sign the CLA.**

It may take a couple minutes for the CLA signature to be fully registered; after that, please reply here with a new comment and we'll verify.  Thanks.

---

- If you've already signed a CLA, it's possible we don't have your GitHub username or you're using a different email address.  Check your existing CLA data and verify that your [email is set on your git commits](https://help.github.com/articles/setting-your-email-in-git/).
- If you signed the CLA as a corporation, please sign in with your organization's credentials at <https://identity.linuxfoundation.org/projects/cncf> to be authorized.
- If you have done the above and are still having issues with the CLA being reported as unsigned, please email the CNCF helpdesk: helpdesk@rt.linuxfoundation.org

<!-- need_sender_cla -->

<details>

Instructions for interacting with me using PR comments are available [here](https://git.k8s.io/community/contributors/guide/pull-requests.md).  If you have questions or suggestions related to my behavior, please file an issue against the [kubernetes/test-infra](https://github.com/kubernetes/test-infra/issues/new?title=Prow%20issue:) repository. I understand the commands that are listed [here](https://go.k8s.io/bot-commands).
</details>
	.
 Signed.
 @segrax Thanks for your contribution!.
 "
kubernetes,kompose,1067,"Command converted to Args.
 I do have up and running docker-compose file. When i convert it this command line in docker-compose.yml

`
        command:
            gunicorn myapp.wsgi:application --workers 1 --bind 0.0.0.0:800
`

convert as args inside of generated deployment file

`
      - args:
        - gunicorn
        - myapp.wsgi:application
        - --workers
        - ""1""
        - --bind
        - 0.0.0.0:8000
`

if i am not wrong, output should be 

`
    command: [""gunicorn myapp.wsgi:application --workers 1 --bind 0.0.0.0:800""]
`

.
 "
kubernetes,kompose,1066,"Proposal: Use the docker-compose network as kubernetes namespace.
 In docker-compose 3.5, we can give the network a specific name. https://docs.docker.com/compose/compose-file/compose-versioning/#version-35

Consider the following docker-compose:
```
version: ""3.5""

services:

  helloworld:
    image: tutum/hello-world
    ports:
      - 80:80

networks:
  default:
    name: helloword-ns
```

Using the `docker-compose up` a network is created with the name `helloword-ns`, with that, i can create another compose that use the same network to allow connect to that service.

I believe this behaviour is the same as namespace in kubernetes. In fact, each k8s object could be generated with the metadata namespace set with the name of network.

```
apiVersion: extensions/v1beta1
kind: Deployment
metadata:
  annotations:
    kompose.cmd: kompose convert
    kompose.version: 1.16.0 (13ce410)
  creationTimestamp: null
  labels:
    io.kompose.service: helloworld
  name: helloworld
  namespace: helloword-ns # <---------------- THIS CAN BE GENERATED
spec:
  replicas: 1
  strategy: {}
  template:
    metadata:
      creationTimestamp: null
      labels:
        io.kompose.service: helloworld
    spec:
      containers:
      - image: tutum/hello-world
        name: helloworld
        ports:
        - containerPort: 80
        resources: {}
      restartPolicy: Always
status: {}
```

At docker-compose, the services using the same network can communicate to each other.
At kubernetes namespace, the services using the same namespace can communicate to each other.

> Additionally, if it DON'T HAVE the `external: true` _(which means that it connect to a existing network)_ like:
> ```
> networks:
>   default:
>     external: true
>     name: helloword-ns
> ```
> it could generate the k8s namespace object file:
> ```
> apiVersion: v1
> kind: Namespace
> metadata:
>   creationTimestamp: null
>   name: helloword-ns
> spec: {}
> status: {}
> ```
> So, it can create the namespace (because isn't `external: true`)

If the param `--namespace` is used like `kompose up --namespace some-name` it can override the specified in compose.

I see that a modification like that is a breaking change, so a major version of this tool can be necessary.

> _FYI: I have made some experiments in a local fork with that behavior (generating the namespace metadata and the namespace file), it fits gracefully in my point of view._

This is a proposal anyway.
What the maintainers think?
@hangyan @cdrage .
 Is somewhat related to https://github.com/kubernetes/kompose/issues/1058.
 "
kubernetes,kompose,1065,"Deploy to OSE with Self Signed Certificate.
 Hi all,

We are trying to use Kompose to deploy to OpenShift Enterprise. Our OSE has self-signed certificates which Kompose doesn't seem to have an elegant solution to verifying. Here is an example:

```bash
$user > kompose --build=none --provider=openshift up
INFO We are going to create OpenShift DeploymentConfigs, Services and PersistentVolumeClaims for your Dockerized application.
If you need different kind of resources, use the 'kompose convert' and 'oc create -f' commands instead.

FATA Error while deploying application: Get https://url-to-ose:443/api: x509: certificate signed by unknown authority
```

Is there anyway to get Kompose to skip verifying the certificate?.
 same here, any update?.
 "
